Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06,0
1.0,7.0,4,Mobile Phone,4,Single,3,1,5.0,157.02,1
1.0,6.0,5,Laptop & Accessory,2,Divorced,1,0,5.0,166.74,0
17.0,14.0,4,Fashion,5,Divorced,10,0,,224.85,0
20.0,21.0,4,Mobile Phone,4,Married,11,1,4.0,174.63,1
9.0,30.0,3,Laptop & Accessory,4,Married,8,0,8.0,156.74,0
11.0,26.0,4,Fashion,4,Single,3,1,10.0,201.42,0
5.0,17.0,4,Laptop & Accessory,1,Married,4,1,5.0,190.83,0
8.0,,3,Mobile,2,Divorced,2,0,2.0,125.72,0
0.0,8.0,4,Mobile Phone,2,Single,2,0,0.0,111.02000000000001,1
8.0,6.0,3,Laptop & Accessory,3,Single,2,0,3.0,148.59,0
15.0,9.0,4,Grocery,4,Single,3,0,5.0,285.15,0
0.0,12.0,5,Laptop & Accessory,3,Divorced,5,1,7.0,161.72,1
1.0,29.0,4,Laptop & Accessory,3,Married,3,1,8.0,186.79,1
3.0,20.0,5,Laptop & Accessory,4,Married,6,1,4.0,165.25,0
7.0,11.0,5,Mobile Phone,4,Divorced,10,0,3.0,163.38,0
5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28,0
0.0,15.0,3,Mobile Phone,1,Single,2,0,0.0,110.81,1
1.0,30.0,5,Laptop & Accessory,3,Married,3,0,9.0,160.4,0
10.0,6.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,0
22.0,14.0,4,Laptop & Accessory,4,Married,2,0,7.0,151.3,0
7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,0
13.0,,3,Mobile,4,Married,4,0,3.0,123.87,0
14.0,12.0,3,Mobile Phone,5,Single,3,1,17.0,147.21,0
6.0,9.0,4,Mobile Phone,4,Married,3,0,8.0,148.7,0
0.0,21.0,3,Mobile,1,Single,2,0,0.0,128.71,0
27.0,14.0,4,Others,3,Married,5,0,8.0,311.06,0
4.0,18.0,3,Mobile Phone,2,Divorced,9,1,2.0,139.29,0
6.0,9.0,4,Laptop & Accessory,4,Divorced,2,1,3.0,165.78,0
14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15,0
0.0,16.0,4,Laptop & Accessory,1,Married,2,1,4.0,157.69,0
13.0,6.0,5,Others,2,Divorced,3,0,4.0,317.72,0
0.0,15.0,4,Mobile Phone,5,Married,4,0,2.0,144.0,1
1.0,18.0,4,Mobile Phone,5,Divorced,2,0,5.0,145.99,0
6.0,14.0,1,Mobile,5,Married,7,0,6.0,131.43,0
1.0,35.0,5,Laptop & Accessory,3,Married,4,0,,211.39,0
16.0,30.0,5,Laptop & Accessory,3,Single,3,0,8.0,168.32,0
9.0,25.0,4,Fashion,1,Single,4,0,,218.62,0
23.0,6.0,3,Laptop & Accessory,3,Married,1,0,13.0,163.47,0
30.0,13.0,3,Others,5,Married,6,0,10.0,295.66,0
24.0,16.0,4,Others,3,Married,6,1,1.0,318.31,0
1.0,16.0,4,Mobile Phone,4,Married,8,0,3.0,145.24,0
20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1,0
16.0,18.0,4,Grocery,4,Married,2,0,9.0,243.36,0
10.0,6.0,3,Fashion,1,Single,5,0,2.0,174.91,0
16.0,10.0,4,Fashion,1,Single,4,0,17.0,202.31,0
18.0,15.0,3,Fashion,5,Married,5,1,2.0,207.61,0
6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44,0
8.0,26.0,4,Laptop & Accessory,4,Married,6,0,11.0,169.44,0
7.0,14.0,4,Laptop & Accessory,3,Married,3,0,9.0,184.68,0
,12.0,4,Mobile,3,Married,1,0,3.0,121.87,0
10.0,7.0,4,Laptop & Accessory,4,Divorced,2,0,6.0,177.28,0
26.0,7.0,5,Others,3,Married,2,0,10.0,324.99,0
27.0,23.0,3,Fashion,3,Divorced,9,0,8.0,207.39,0
29.0,21.0,3,Others,4,Single,10,0,16.0,312.22,0
0.0,9.0,3,Mobile,5,Single,1,0,4.0,131.02,1
1.0,12.0,4,Mobile Phone,3,Single,3,1,1.0,153.51,1
3.0,11.0,5,Mobile Phone,5,Married,3,0,1.0,146.09,0
13.0,20.0,4,Others,3,Single,2,0,9.0,296.26,0
6.0,12.0,2,Mobile Phone,1,Married,5,0,3.0,158.12,0
2.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,169.31,0
6.0,9.0,3,Laptop & Accessory,2,Single,9,0,8.0,175.55,0
9.0,6.0,3,Laptop & Accessory,4,Divorced,1,0,5.0,152.28,0
9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31,0
22.0,11.0,4,Fashion,2,Single,3,0,9.0,203.98,0
11.0,12.0,4,Mobile Phone,3,Married,2,0,4.0,137.02,0
11.0,21.0,4,Fashion,1,Married,1,1,,215.10000000000002,0
10.0,10.0,3,Mobile,3,Married,8,1,3.0,129.96,0
9.0,8.0,4,Laptop & Accessory,1,Single,2,0,8.0,138.86,0
1.0,9.0,5,Mobile Phone,2,Single,3,0,1.0,150.64,1
4.0,,4,Mobile,4,Single,1,1,2.0,126.57,0
21.0,12.0,4,Laptop & Accessory,3,Single,3,0,2.0,142.4,0
1.0,23.0,4,Mobile Phone,4,Married,11,0,3.0,153.11,0
9.0,7.0,5,Mobile Phone,3,Divorced,8,0,8.0,147.58,0
8.0,11.0,4,Laptop & Accessory,3,Married,11,0,3.0,190.38,0
9.0,16.0,4,Laptop & Accessory,3,Single,3,0,9.0,175.98,0
24.0,9.0,4,Grocery,3,Divorced,7,0,4.0,301.39,0
0.0,,4,Mobile,4,Married,2,0,0.0,125.96000000000001,1
,23.0,5,Mobile,3,Married,2,0,2.0,123.05000000000001,0
18.0,12.0,5,Mobile Phone,3,Single,5,0,4.0,156.62,0
1.0,10.0,4,Mobile Phone,3,Single,3,0,8.0,165.84,1
9.0,35.0,5,Mobile Phone,3,Married,2,0,3.0,149.3,0
7.0,25.0,3,Laptop & Accessory,4,Married,5,0,10.0,144.44,0
1.0,26.0,4,Mobile Phone,1,Married,5,0,3.0,161.69,0
11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71,0
7.0,15.0,4,Laptop & Accessory,3,Married,2,0,3.0,196.04,0
5.0,,4,Mobile,4,Divorced,7,0,2.0,123.32,0
9.0,25.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,171.01,0
3.0,14.0,4,Mobile Phone,5,Single,5,0,3.0,145.62,0
14.0,9.0,5,Mobile Phone,2,Single,2,1,4.0,148.42,0
1.0,12.0,4,Mobile Phone,5,Single,3,1,3.0,148.8,0
0.0,29.0,3,Fashion,5,Married,10,1,2.0,199.5,1
0.0,35.0,4,Mobile,4,Single,1,0,4.0,134.79,1
13.0,31.0,4,Laptop & Accessory,1,Single,9,0,8.0,166.08,0
17.0,6.0,3,Laptop & Accessory,3,Divorced,8,0,0.0,147.68,0
0.0,29.0,4,Fashion,5,Married,2,0,10.0,173.36,1
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,0
18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7,0
13.0,18.0,4,Fashion,2,Divorced,3,0,8.0,201.54,1
12.0,7.0,4,Mobile Phone,5,Single,5,0,1.0,151.19,0
0.0,11.0,3,Mobile Phone,2,Single,2,0,0.0,110.50999999999999,0
13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54,1
14.0,10.0,5,Laptop & Accessory,4,Married,7,0,2.0,164.3,0
8.0,7.0,2,Laptop & Accessory,2,Married,2,0,,222.25,0
16.0,7.0,4,Laptop & Accessory,3,Married,3,0,7.0,174.07,0
7.0,8.0,4,Laptop & Accessory,5,Married,7,0,9.0,159.57,0
0.0,29.0,4,Laptop & Accessory,3,Divorced,4,1,1.0,159.16,1
8.0,8.0,4,Fashion,1,Single,3,0,,223.88,0
2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54,0
20.0,,4,Mobile,1,Married,10,1,0.0,123.80000000000001,1
2.0,24.0,4,Laptop & Accessory,5,Married,3,0,9.0,170.58,0
0.0,,4,Mobile,3,Married,2,1,7.0,123.66,1
8.0,15.0,4,Fashion,3,Married,2,1,15.0,206.85000000000002,0
4.0,32.0,4,Laptop & Accessory,3,Divorced,9,1,3.0,172.36,0
21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67,0
15.0,8.0,4,Mobile Phone,1,Married,5,0,1.0,152.82,0
13.0,16.0,4,Laptop & Accessory,4,Single,22,0,4.0,192.82,0
10.0,24.0,5,Laptop & Accessory,4,Married,4,0,4.0,180.07,0
4.0,13.0,1,Laptop & Accessory,1,Married,5,0,7.0,169.29,0
1.0,9.0,4,Mobile Phone,4,Married,11,0,3.0,159.68,0
0.0,17.0,2,Laptop & Accessory,3,Divorced,9,0,2.0,147.07,1
3.0,30.0,3,Mobile,3,Married,2,0,0.0,126.93,0
10.0,9.0,4,Mobile Phone,3,Single,6,0,10.0,150.19,0
24.0,9.0,4,Grocery,3,Married,7,0,4.0,301.39,0
7.0,8.0,3,Laptop & Accessory,2,Single,2,0,4.0,162.74,0
8.0,7.0,2,Mobile Phone,1,Single,4,0,4.0,157.8,0
7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88,0
0.0,9.0,4,Mobile,1,Married,1,1,0.0,128.53,1
16.0,9.0,4,Mobile Phone,3,Married,2,1,1.0,151.96,0
9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,0
28.0,18.0,4,Grocery,1,Married,5,0,13.0,285.32,0
0.0,6.0,4,Laptop & Accessory,2,Divorced,7,0,2.0,147.75,0
1.0,22.0,4,Fashion,3,Married,9,1,8.0,261.1,1
9.0,9.0,3,Mobile Phone,4,Married,2,0,7.0,136.92,0
29.0,27.0,4,Laptop & Accessory,1,Married,5,1,9.0,179.15,0
0.0,13.0,5,Laptop & Accessory,3,Single,2,1,6.0,160.74,1
9.0,17.0,4,Laptop & Accessory,3,Single,5,1,5.0,186.42,0
8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,0
2.0,13.0,3,Laptop & Accessory,1,Married,2,1,0.0,166.23,0
29.0,9.0,5,Grocery,5,Single,9,0,3.0,292.56,0
7.0,24.0,4,Grocery,3,Single,3,0,1.0,299.44,0
20.0,10.0,4,Grocery,3,Divorced,5,0,10.0,299.65,0
6.0,36.0,4,Mobile Phone,3,Single,11,0,8.0,165.25,0
27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86,0
3.0,7.0,4,Laptop & Accessory,5,Married,2,0,3.0,178.73,0
31.0,14.0,2,Laptop & Accessory,2,Married,2,1,10.0,177.2,0
,12.0,1,Mobile Phone,5,Married,2,1,0.0,116.00999999999999,1
30.0,9.0,4,Laptop & Accessory,2,Single,6,0,5.0,151.71,0
,9.0,3,Mobile,4,Single,5,0,2.0,120.88,0
1.0,23.0,4,Laptop & Accessory,5,Single,7,0,3.0,178.24,1
15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,0
18.0,36.0,4,Laptop & Accessory,1,Single,3,0,18.0,170.41,0
15.0,14.0,3,Others,1,Married,2,0,9.0,284.3,0
20.0,9.0,4,Fashion,1,Married,5,0,,210.78,0
4.0,32.0,4,Laptop & Accessory,3,Married,9,1,3.0,172.36,0
9.0,9.0,4,Laptop & Accessory,5,Married,4,0,1.0,175.93,0
2.0,12.0,4,Mobile,4,Married,2,0,0.0,128.04,0
0.0,15.0,3,Mobile Phone,5,Single,8,0,4.0,142.0,1
9.0,10.0,5,Mobile Phone,3,Married,3,0,1.0,137.81,0
1.0,21.0,4,Mobile Phone,5,Married,3,1,9.0,147.35,0
6.0,16.0,6,Laptop & Accessory,1,Married,2,0,8.0,171.68,0
1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,136.18,1
20.0,8.0,3,Laptop & Accessory,1,Married,6,0,4.0,150.7,0
12.0,30.0,3,Laptop & Accessory,1,Single,8,0,7.0,141.08,0
31.0,13.0,4,Mobile Phone,3,Married,10,0,3.0,147.67,0
1.0,21.0,4,Mobile Phone,1,Married,7,1,5.0,149.36,1
1.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,3.0,173.98,0
10.0,31.0,3,Laptop & Accessory,3,Married,4,1,7.0,144.49,0
3.0,10.0,5,Fashion,3,Divorced,3,0,8.0,244.35000000000002,0
4.0,10.0,1,Mobile Phone,3,Married,9,0,2.0,139.78,0
4.0,11.0,3,Mobile,4,Married,2,0,2.0,127.88999999999999,0
4.0,7.0,4,Mobile Phone,4,Divorced,2,1,8.0,160.79,0
5.0,9.0,6,Mobile Phone,1,Married,3,1,1.0,136.29,0
6.0,17.0,4,Fashion,1,Single,4,0,1.0,237.44,0
0.0,,3,Mobile,1,Single,3,0,2.0,125.80000000000001,0
28.0,8.0,4,Mobile,1,Married,9,0,4.0,126.62,0
22.0,8.0,3,Others,1,Married,4,0,3.0,291.61,0
5.0,16.0,5,Mobile Phone,4,Single,2,1,3.0,151.57,0
19.0,6.0,1,Grocery,5,Single,2,0,12.0,275.67,0
7.0,21.0,3,Grocery,5,Married,8,0,9.0,270.07,0
2.0,8.0,3,Laptop & Accessory,1,Single,2,0,9.0,145.54,0
28.0,32.0,4,Others,1,Married,2,0,13.0,295.86,0
1.0,22.0,6,Laptop & Accessory,1,Married,8,1,3.0,179.4,1
1.0,10.0,4,Mobile Phone,5,Single,2,0,5.0,156.02,1
13.0,22.0,3,Mobile,3,Married,10,0,0.0,135.44,0
17.0,17.0,4,Mobile Phone,2,Single,2,0,8.0,149.55,0
16.0,12.0,4,Others,3,Married,8,0,14.0,293.92,0
7.0,19.0,3,Fashion,3,Married,2,0,1.0,186.28,0
8.0,15.0,2,Laptop & Accessory,3,Married,4,0,3.0,169.04,0
0.0,7.0,3,Mobile,1,Married,5,0,2.0,132.29,0
,6.0,5,Mobile,4,Single,8,1,7.0,122.16,1
15.0,23.0,2,Laptop & Accessory,5,Single,4,1,2.0,165.45,0
1.0,23.0,4,Fashion,3,Married,4,0,1.0,206.61,1
7.0,9.0,3,Laptop & Accessory,4,Married,2,0,9.0,154.33,0
16.0,13.0,4,Fashion,5,Married,11,0,8.0,258.48,0
16.0,22.0,3,Grocery,2,Divorced,6,1,9.0,260.64,0
4.0,9.0,3,Mobile,5,Married,2,1,3.0,130.65,0
0.0,35.0,3,Mobile Phone,5,Married,2,0,2.0,139.07,0
2.0,36.0,4,Laptop & Accessory,5,Divorced,9,1,1.0,191.73,1
8.0,,3,Mobile,1,Married,2,0,2.0,125.72,0
1.0,7.0,4,Mobile Phone,2,Single,3,0,1.0,141.11,0
1.0,18.0,4,Mobile Phone,4,Married,3,0,3.0,147.44,0
1.0,14.0,6,Laptop & Accessory,3,Single,3,1,7.0,185.74,1
8.0,8.0,3,Laptop & Accessory,4,Single,6,0,2.0,144.25,0
6.0,10.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,192.25,0
10.0,19.0,3,Laptop & Accessory,1,Married,2,0,7.0,142.85,0
11.0,36.0,4,Fashion,4,Married,3,1,10.0,243.49,1
19.0,,3,Mobile,1,Single,2,0,0.0,125.87,1
6.0,8.0,4,Fashion,1,Married,3,0,,229.22,0
19.0,30.0,4,Laptop & Accessory,5,Divorced,3,1,9.0,161.33,0
1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13,1
6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44,0
31.0,31.0,3,Fashion,2,Married,5,1,,219.39,0
5.0,15.0,3,Laptop & Accessory,1,Married,2,1,5.0,163.22,0
1.0,12.0,2,Mobile Phone,3,Single,5,1,4.0,149.32,1
8.0,17.0,2,Laptop & Accessory,1,Married,3,0,3.0,172.24,0
8.0,9.0,4,Laptop & Accessory,1,Single,3,0,5.0,187.74,0
27.0,10.0,4,Grocery,3,Divorced,5,1,4.0,300.84,0
21.0,9.0,5,Mobile Phone,2,Single,3,1,3.0,157.94,0
4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79,0
5.0,35.0,4,Mobile,4,Single,2,0,1.0,128.37,0
28.0,8.0,3,Fashion,4,Married,4,0,,209.76,0
5.0,18.0,4,Mobile Phone,2,Divorced,5,1,3.0,148.56,0
10.0,11.0,3,Laptop & Accessory,1,Married,8,0,4.0,163.47,0
0.0,22.0,3,Laptop & Accessory,5,Single,6,0,2.0,153.24,1
1.0,7.0,5,Mobile Phone,3,Married,3,0,4.0,145.07,0
16.0,17.0,4,Mobile Phone,3,Married,5,0,4.0,154.36,0
4.0,9.0,4,Mobile Phone,1,Single,2,0,8.0,150.64,0
,13.0,4,Mobile,4,Married,2,0,1.0,121.41,0
5.0,21.0,3,Laptop & Accessory,1,Married,6,0,2.0,166.67,0
1.0,19.0,4,Laptop & Accessory,1,Single,5,1,8.0,170.81,1
11.0,8.0,4,Fashion,3,Married,4,1,2.0,177.56,0
8.0,7.0,4,Mobile Phone,5,Married,7,0,4.0,154.96,0
1.0,17.0,4,Laptop & Accessory,2,Single,2,0,2.0,174.5,0
10.0,15.0,5,Fashion,5,Single,3,0,10.0,200.87,0
1.0,19.0,3,Mobile Phone,4,Single,3,0,1.0,152.16,1
14.0,10.0,5,Mobile Phone,3,Married,3,1,3.0,151.83,1
1.0,9.0,4,Mobile Phone,3,Single,8,0,2.0,168.82,1
1.0,12.0,5,Mobile Phone,3,Single,2,0,1.0,154.66,0
,16.0,4,Mobile Phone,4,Single,2,1,0.0,118.59,1
,14.0,1,Mobile,1,Married,2,0,1.0,122.69,0
12.0,9.0,4,Laptop & Accessory,3,Married,1,0,7.0,130.69,0
7.0,8.0,3,Laptop & Accessory,1,Single,2,0,11.0,166.87,0
6.0,9.0,3,Mobile,3,Married,2,1,0.0,129.09,0
9.0,8.0,6,Mobile Phone,1,Married,3,0,2.0,154.77,0
21.0,7.0,4,Others,1,Single,7,0,0.0,282.65,0
,9.0,4,Mobile,1,Single,1,0,1.0,120.44999999999999,0
10.0,9.0,4,Laptop & Accessory,4,Single,11,1,13.0,179.1,0
8.0,15.0,4,Laptop & Accessory,3,Single,5,0,4.0,186.42,0
3.0,11.0,3,Fashion,1,Married,3,0,4.0,194.19,0
10.0,16.0,3,Mobile,5,Married,7,0,3.0,134.52,0
1.0,9.0,5,Mobile Phone,3,Single,8,1,1.0,145.9,1
0.0,13.0,3,Mobile,3,Divorced,2,1,2.0,128.86,1
25.0,21.0,4,Laptop & Accessory,2,Divorced,6,0,8.0,174.36,0
14.0,9.0,2,Laptop & Accessory,3,Married,7,0,9.0,188.77,0
1.0,25.0,4,Mobile,5,Married,2,0,3.0,131.96,0
1.0,16.0,4,Mobile Phone,1,Single,3,0,3.0,151.1,0
11.0,8.0,3,Laptop & Accessory,3,Married,10,0,0.0,165.53,0
17.0,9.0,5,Fashion,1,Married,2,0,,226.69,1
10.0,17.0,3,Mobile Phone,3,Single,5,0,2.0,136.29,0
19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,0
,11.0,4,Mobile,5,Married,7,0,0.0,121.07,1
7.0,8.0,1,Mobile,1,Married,1,1,2.0,129.32,0
,7.0,3,Mobile,4,Single,2,1,2.0,123.02000000000001,1
3.0,15.0,6,Laptop & Accessory,5,Married,5,0,,222.15,0
4.0,12.0,5,Laptop & Accessory,3,Married,3,0,3.0,186.18,0
30.0,6.0,3,Others,5,Divorced,4,1,5.0,297.01,0
1.0,17.0,4,Mobile,3,Single,3,1,2.0,135.09,1
,9.0,3,Mobile Phone,2,Divorced,2,0,0.0,117.06,0
10.0,34.0,4,Laptop & Accessory,3,Married,8,0,8.0,177.37,0
1.0,8.0,6,Mobile Phone,3,Single,3,0,1.0,138.59,1
5.0,19.0,4,Others,3,Married,3,0,9.0,320.45,1
10.0,6.0,3,Fashion,2,Single,5,0,2.0,174.91,0
7.0,16.0,3,Laptop & Accessory,3,Married,2,1,7.0,140.01,0
15.0,11.0,3,Fashion,4,Single,10,1,7.0,184.46,1
17.0,10.0,3,Laptop & Accessory,4,Single,10,0,3.0,159.33,0
6.0,11.0,4,Fashion,2,Married,5,0,2.0,171.19,0
1.0,9.0,4,Mobile Phone,1,Married,8,1,3.0,162.22,1
28.0,24.0,3,Laptop & Accessory,4,Married,4,1,7.0,163.85,0
7.0,13.0,3,Mobile,1,Single,2,0,0.0,129.72,0
16.0,16.0,5,Others,1,Single,10,0,2.0,321.13,0
18.0,8.0,3,Laptop & Accessory,4,Divorced,1,0,7.0,148.05,0
19.0,30.0,4,Laptop & Accessory,5,Married,3,1,9.0,161.33,0
0.0,8.0,3,Mobile,3,Single,3,0,0.0,134.85,1
1.0,30.0,5,Laptop & Accessory,1,Married,9,1,1.0,166.57,0
19.0,8.0,3,Others,1,Married,8,1,2.0,293.28,0
15.0,26.0,4,Laptop & Accessory,5,Married,4,0,1.0,155.72,0
30.0,30.0,4,Grocery,4,Divorced,6,1,10.0,259.02,0
22.0,13.0,4,Fashion,3,Single,9,0,0.0,145.0,0
10.0,15.0,3,Fashion,4,Married,2,0,7.0,188.34,0
1.0,9.0,4,Mobile Phone,5,Married,5,0,1.0,148.22,0
3.0,12.0,4,Laptop & Accessory,2,Divorced,5,0,1.0,145.86,1
5.0,15.0,4,Fashion,2,Married,3,0,10.0,232.93,0
1.0,10.0,5,Mobile Phone,3,Single,3,0,3.0,155.33,0
11.0,18.0,4,Fashion,1,Married,3,1,8.0,246.85000000000002,0
13.0,,3,Mobile,3,Married,3,0,2.0,123.44999999999999,0
7.0,8.0,3,Laptop & Accessory,5,Single,1,1,2.0,145.38,0
2.0,8.0,3,Laptop & Accessory,1,Married,2,0,3.0,188.53,0
23.0,7.0,4,Grocery,3,Single,6,0,1.0,278.79,0
,7.0,3,Mobile,1,Married,2,0,3.0,120.44,0
10.0,33.0,1,Laptop & Accessory,3,Single,5,1,3.0,163.97,1
1.0,29.0,4,Mobile Phone,3,Single,3,1,1.0,141.75,1
13.0,,3,Mobile,1,Married,9,0,0.0,124.06,0
8.0,33.0,5,Mobile Phone,3,Married,3,0,1.0,145.29,0
1.0,11.0,4,Mobile Phone,3,Single,3,0,1.0,148.18,0
9.0,9.0,4,Fashion,1,Married,1,0,4.0,176.44,0
0.0,10.0,3,Mobile,4,Single,2,0,2.0,132.95,0
4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32,0
1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,0
1.0,9.0,4,Laptop & Accessory,3,Single,3,1,5.0,169.78,0
10.0,7.0,4,Laptop & Accessory,4,Married,2,0,6.0,177.28,0
1.0,17.0,4,Fashion,5,Married,3,0,,212.93,0
11.0,6.0,4,Laptop & Accessory,2,Single,5,0,1.0,186.86,0
13.0,13.0,2,Fashion,3,Married,4,0,7.0,207.37,0
9.0,14.0,4,Fashion,3,Single,5,0,,227.21,0
3.0,14.0,4,Laptop & Accessory,1,Married,3,1,1.0,191.23,0
4.0,36.0,4,Laptop & Accessory,5,Married,10,0,4.0,166.15,0
14.0,13.0,1,Mobile,3,Married,2,0,8.0,133.76,0
1.0,21.0,4,Mobile Phone,3,Single,3,0,1.0,140.14,0
,27.0,3,Mobile,2,Divorced,8,0,2.0,122.58000000000001,0
2.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,143.19,0
1.0,28.0,5,Mobile Phone,5,Married,2,0,1.0,147.96,0
,31.0,3,Mobile,4,Married,2,1,8.0,120.22,1
5.0,10.0,4,Laptop & Accessory,3,Divorced,2,0,8.0,161.62,0
2.0,,4,Mobile,2,Married,7,0,3.0,125.32,0
1.0,9.0,4,Laptop & Accessory,1,Married,2,0,3.0,167.27,0
14.0,9.0,4,Laptop & Accessory,4,Married,3,0,4.0,189.38,0
9.0,10.0,4,Laptop & Accessory,2,Single,2,0,8.0,158.1,0
8.0,34.0,4,Mobile Phone,4,Single,4,0,3.0,148.11,0
9.0,30.0,4,Mobile Phone,5,Married,5,1,3.0,165.14,0
27.0,11.0,3,Others,5,Divorced,5,0,2.0,294.06,0
11.0,10.0,4,Laptop & Accessory,4,Single,5,0,2.0,166.07,0
9.0,6.0,3,Laptop & Accessory,2,Single,5,0,0.0,166.53,0
,8.0,3,Mobile,4,Married,5,0,2.0,121.87,0
0.0,28.0,3,Laptop & Accessory,3,Married,2,1,7.0,161.79,1
1.0,13.0,2,Mobile Phone,1,Married,2,0,8.0,150.44,0
20.0,10.0,3,Laptop & Accessory,1,Single,2,1,7.0,141.63,0
31.0,7.0,4,Laptop & Accessory,3,Married,4,0,3.0,192.55,0
19.0,24.0,3,Laptop & Accessory,3,Married,3,0,8.0,148.1,0
13.0,15.0,4,Mobile Phone,3,Divorced,3,0,8.0,162.55,0
26.0,13.0,3,Others,3,Married,4,0,7.0,286.06,0
6.0,14.0,3,Mobile Phone,4,Divorced,3,0,4.0,152.94,0
5.0,6.0,3,Mobile,2,Married,1,0,2.0,123.13999999999999,0
13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77,0
5.0,14.0,1,Laptop & Accessory,2,Divorced,2,0,8.0,162.09,0
8.0,8.0,5,Mobile Phone,4,Married,7,0,3.0,157.94,0
3.0,10.0,4,Laptop & Accessory,3,Married,6,1,1.0,177.38,1
0.0,10.0,4,Mobile,1,Married,1,0,4.0,131.62,0
16.0,21.0,4,Grocery,3,Married,2,0,11.0,276.03,0
18.0,14.0,3,Laptop & Accessory,1,Married,10,0,8.0,136.97,0
2.0,29.0,3,Mobile Phone,5,Single,1,0,3.0,139.04,1
7.0,,3,Mobile,5,Divorced,5,0,2.0,123.62,1
7.0,7.0,2,Laptop & Accessory,5,Married,3,0,9.0,165.37,0
6.0,15.0,2,Laptop & Accessory,2,Divorced,3,0,9.0,187.09,0
13.0,26.0,4,Laptop & Accessory,1,Married,10,0,3.0,164.02,0
2.0,23.0,2,Laptop & Accessory,5,Single,2,0,8.0,181.61,0
1.0,23.0,3,Laptop & Accessory,5,Married,2,0,8.0,145.58,0
6.0,14.0,3,Laptop & Accessory,3,Married,1,0,2.0,171.04,0
25.0,16.0,4,Mobile Phone,1,Married,5,0,4.0,145.75,0
9.0,16.0,5,Fashion,3,Divorced,3,1,16.0,231.85000000000002,0
14.0,9.0,4,Mobile Phone,3,Married,4,0,3.0,148.45,0
7.0,,3,Mobile,5,Married,5,0,2.0,123.62,1
13.0,10.0,3,Laptop & Accessory,4,Divorced,11,0,7.0,188.89,0
0.0,30.0,4,Laptop & Accessory,4,Single,1,1,10.0,145.99,1
25.0,14.0,3,Mobile,5,Divorced,10,0,4.0,129.5,0
6.0,14.0,3,Laptop & Accessory,3,Single,3,1,0.0,163.88,0
5.0,15.0,4,Laptop & Accessory,1,Single,3,0,9.0,169.24,0
4.0,14.0,4,Laptop & Accessory,3,Married,3,0,10.0,159.91,0
11.0,7.0,6,Laptop & Accessory,1,Married,3,0,,220.25,0
12.0,21.0,4,Laptop & Accessory,4,Married,2,0,,224.24,0
15.0,7.0,3,Fashion,5,Divorced,3,0,8.0,208.92,0
4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79,0
14.0,6.0,4,Others,3,Married,2,0,10.0,291.89,0
1.0,11.0,4,Fashion,5,Single,2,1,,220.82,1
8.0,15.0,2,Laptop & Accessory,3,Married,3,0,9.0,192.99,0
1.0,33.0,5,Mobile Phone,3,Married,3,1,4.0,153.14,0
0.0,,5,Mobile,5,Married,2,0,1.0,124.50999999999999,0
9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,0
11.0,18.0,4,Fashion,2,Married,3,1,8.0,246.85000000000002,0
